detection_id,detection_name,normalized_detection_name,catalog_status,detection_type,family,security_domain,analytic_story,mitre_attack_ids,technique_count,data_source_names,required_data_source_count,products,search,how_to_implement,source_file
e651795f-b2c9-4a84-a18a-b901018a3bfa,Windows RunMRU Registry Key or Value Deleted,windows runmru registry key or value deleted,production,Anomaly,Sysmon,endpoint,NetSupport RMM Tool Abuse,T1112,1,Sysmon EventID 12,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Registry where Registry.registry_path = ""*\\Software\\Microsoft\\Windows\\CurrentVersion\\Explorer\\RunMRU*"" Registry.action = deleted by Registry.action Registry.dest Registry.process_guid Registry.process_id Registry.registry_hive Registry.registry_path Registry.registry_key_name Registry.registry_value_data Registry.registry_value_name Registry.registry_value_type Registry.status Registry.user Registry.vendor_product | `drop_dm_object_name(Registry)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_runmru_registry_key_or_value_deleted_filter`","To successfully implement this search you need to be ingesting information on process that include the name of the process responsible for the changes from your endpoints into the `Endpoint` datamodel in the `Registry` node. In addition, confirm the latest CIM App 4.20 or higher is installed and the latest TA for the endpoint product.",detections/endpoint/windows_runmru_registry_key_or_value_deleted.yml
7e03b682-3965-4598-8e91-a60a40a3f7e4,Windows Scheduled Task Created Via XML,windows scheduled task created via xml,production,Anomaly,Sysmon,endpoint,Winter Vivern; Malicious Inno Setup Loader; CISA AA23-347A; Scheduled Tasks; MoonPeak; Lokibot,T1053.005,1,Sysmon EventID 1; Windows Event Log Security 4688; CrowdStrike ProcessRollup2,3,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where (Processes.process_name=schtasks.exe OR Processes.original_file_name=schtasks.exe) Processes.process IN (""* /create *"", ""* -create *"") Processes.process IN (""* /xml *"", ""* -xml *"") by Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_scheduled_task_created_via_xml_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/windows_scheduled_task_created_via_xml.yml
bc5b2304-f241-419b-874a-e927f667b7b6,Windows Scheduled Task DLL Module Loaded,windows scheduled task dll module loaded,production,TTP,Sysmon,endpoint,ValleyRAT,T1053,1,Sysmon EventID 7,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`sysmon` EventCode=7 Image IN (""*\\windows\\fonts\\*"", ""*\\windows\\temp\\*"", ""*\\users\\public\\*"", ""*\\windows\\debug\\*"", ""*\\Users\\Administrator\\Music\\*"", ""*\\Windows\\servicing\\*"", ""*\\Users\\Default\\*"", ""*Recycle.bin*"", ""*\\Windows\\Media\\*"", ""\\Windows\\repair\\*"", ""*\\temp\\*"", ""*\\PerfLogs\\*"") ImageLoaded = ""*\\taskschd.dll"" | fillnull | stats count min(_time) as firstTime max(_time) as lastTime by Image ImageLoaded dest loaded_file loaded_file_path original_file_name process_exec process_guid process_hash process_id process_name process_path service_dll_signature_exists service_dll_signature_verified signature signature_id user_id vendor_product | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_scheduled_task_dll_module_loaded_filter`","To successfully implement this search, you need to be ingesting logs with the process name and imageloaded executions from your endpoints. If you are using Sysmon, you must have at least version 6.0.4 of the Sysmon TA.",detections/endpoint/windows_scheduled_task_dll_module_loaded.yml
d8120352-3b62-4e3c-8cb6-7b47584dd5e8,Windows Scheduled Task Service Spawned Shell,windows scheduled task service spawned shell,production,TTP,Sysmon,endpoint,Windows Persistence Techniques,T1053.005; T1059,2,Sysmon EventID 1; CrowdStrike ProcessRollup2,2,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.parent_process_name=""svchost.exe"" Processes.parent_process=""*-k*"" Processes.parent_process= ""*netsvcs*"" Processes.parent_process=""*-p*"" Processes.parent_process=""*-s*"" Processes.parent_process=""*Schedule*"" Processes.process_name IN( ""bash.exe"", ""cmd.exe"", ""cscript.exe"", ""ksh.exe"", ""powershell.exe"", ""pwsh.exe"", ""scrcons.exe"", ""sh.exe"", ""wscript.exe"", ""zsh.exe"" ) by Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_scheduled_task_service_spawned_shell_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/windows_scheduled_task_service_spawned_shell.yml
2f15e1a4-0fc2-49dd-919e-cbbe60699218,Windows Scheduled Task with Highest Privileges,windows scheduled task with highest privileges,production,TTP,Sysmon,endpoint,SolarWinds WHD RCE Post Exploitation; XWorm; CISA AA23-347A; Scheduled Tasks; Quasar RAT; AsyncRAT; RedLine Stealer; Compromised Windows Host; Castle RAT; NetSupport RMM Tool Abuse,T1053.005,1,Sysmon EventID 1; Windows Event Log Security 4688; CrowdStrike ProcessRollup2,3,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name = ""schtasks.exe"" Processes.process = ""*/rl *"" Processes.process = ""* highest *"" by Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_scheduled_task_with_highest_privileges_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/windows_scheduled_task_with_highest_privileges.yml
1f44c126-c26a-4dd3-83bb-0f9a0f03ecc3,Windows Scheduled Task with Suspicious Command,windows scheduled task with suspicious command,production,TTP,Windows,endpoint,SolarWinds WHD RCE Post Exploitation; Scheduled Tasks; Ransomware; Quasar RAT; Ryuk Ransomware; Windows Persistence Techniques; Seashell Blizzard; APT37 Rustonotto and FadeStealer,T1053.005,1,Windows Event Log Security 4698; Windows Event Log Security 4700; Windows Event Log Security 4702,3,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode IN (4698,4700,4702) | eval TaskContent = case(isnotnull(TaskContentNew),TaskContentNew,true(),TaskContent) | xmlkv TaskContent | stats count min(_time) as firstTime max(_time) as lastTime latest(Arguments) as Arguments latest(Author) as Author by Computer, Caller_User_Name, TaskName, Command, Enabled, Hidden, EventCode | lookup windows_suspicious_tasks task_command as Command | where tool == ""shell command use"" OR tool == ""suspicious paths"" | eval command=TaskName, process=Command+if(isnotnull(Arguments),"" "".Arguments,""""), src_user=Author, user = Caller_User_Name, dest = Computer, signature_id = EventCode | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_scheduled_task_with_suspicious_command_filter`","To successfully implement this search, you need to be ingesting Windows Security Event Logs with 4698 EventCode enabled. The Windows TA is also required.",detections/endpoint/windows_scheduled_task_with_suspicious_command.yml
9e9ab4e3-c9d0-4967-a197-6d755e8a7e6e,Windows Scheduled Task with Suspicious Name,windows scheduled task with suspicious name,production,TTP,Windows,endpoint,Scheduled Tasks; Windows Persistence Techniques; Ransomware; Ryuk Ransomware; 0bj3ctivity Stealer; APT37 Rustonotto and FadeStealer; Castle RAT,T1053.005,1,Windows Event Log Security 4698; Windows Event Log Security 4700; Windows Event Log Security 4702,3,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode IN (4698,4700,4702) | eval TaskContent = case(isnotnull(TaskContentNew),TaskContentNew,true(),TaskContent) | xmlkv TaskContent | stats count min(_time) as firstTime max(_time) as lastTime latest(Arguments) as Arguments latest(Author) as Author by Computer, TaskName, Command, Enabled, Hidden,Caller_User_Name, EventCode | lookup windows_suspicious_tasks task_name as TaskName | where isnotnull(tool_type) | eval command=TaskName, process=Command+if(isnotnull(Arguments),"" "".Arguments,""""), src_user=Author, user = Caller_User_Name, dest = Computer | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_scheduled_task_with_suspicious_name_filter`","To successfully implement this search, you need to be ingesting Windows Security Event Logs with 4698 EventCode enabled. The Windows TA is also required.",detections/endpoint/windows_scheduled_task_with_suspicious_name.yml
feb43b86-8c38-46cd-865e-20ce8a96c26c,Windows Scheduled Tasks for CompMgmtLauncher or Eventvwr,windows scheduled tasks for compmgmtlauncher or eventvwr,production,TTP,Windows,endpoint,ValleyRAT; Water Gamayun,T1053,1,Windows Event Log Security 4698,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode=4698 TaskContent = ""*&lt;Command&gt;C:\\Windows\\System32\\CompMgmtLauncher.exe&lt;/Command&gt;*"" OR TaskContent = ""*&lt;Command&gt;C:\\Windows\\System32\\zh-CN\\eventvwr.msc&lt;/Command&gt;*"" OR TaskContent = ""*&lt;Command&gt;C:\\Windows\\System32\\eventvwr.msc&lt;/Command&gt;*"" | stats count min(_time) as firstTime max(_time) as lastTime by dest action EventData_Xml TaskContent TaskName | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_scheduled_tasks_for_compmgmtlauncher_or_eventvwr_filter`","To successfully implement this search, you need to be ingesting Windows Security Event Logs with 4698 EventCode enabled. The Windows TA as well as the URL ToolBox application are also required.",detections/endpoint/windows_scheduled_tasks_for_compmgmtlauncher_or_eventvwr.yml
41a0e58e-884c-11ec-9976-acde48001122,Windows Schtasks Create Run As System,windows schtasks create run as system,production,TTP,Sysmon,endpoint,SolarWinds WHD RCE Post Exploitation; Medusa Ransomware; Windows Persistence Techniques; Qakbot; Scheduled Tasks; Castle RAT,T1053.005,1,Sysmon EventID 1; Windows Event Log Security 4688; CrowdStrike ProcessRollup2,3,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where (Processes.process_name=schtasks.exe OR Processes.original_file_name=schtasks.exe) Processes.process=""*/create *"" Processes.process=""*/ru *"" Processes.process=""*system*"" by Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_schtasks_create_run_as_system_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/windows_schtasks_create_run_as_system.yml
04023928-0381-4935-82cb-03372b2ef644,Windows ScManager Security Descriptor Tampering Via Sc.EXE,windows scmanager security descriptor tampering via sc exe,production,TTP,Sysmon,endpoint,Defense Evasion or Unauthorized Access Via SDDL Tampering,T1569.002,1,Sysmon EventID 1; Windows Event Log Security 4688; CrowdStrike ProcessRollup2,3,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` values(Processes.process) as process min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Processes WHERE ( Processes.process_name=sc.exe OR Processes.original_file_name=sc.exe ) Processes.process=""*sdset *"" Processes.process=""*scmanager*"" BY Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_scmanager_security_descriptor_tampering_via_sc_exe_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process name, and process original file name. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/windows_scmanager_security_descriptor_tampering_via_sc_exe.yml
00524d1f-a032-46f5-9108-e7d9f01bfb3c,Windows Screen Capture in TEMP folder,windows screen capture in temp folder,production,TTP,Sysmon,endpoint,StealC Stealer; Crypto Stealer; Braodo Stealer; APT37 Rustonotto and FadeStealer; Hellcat Ransomware,T1113,1,Sysmon EventID 11,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"|tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Filesystem where Filesystem.file_name IN (""screenshot.png"", ""screenshot.jpg"",""screenshot.bmp"") Filesystem.file_path = ""*\\temp\\*"" by Filesystem.action Filesystem.dest Filesystem.file_access_time Filesystem.file_create_time Filesystem.file_hash Filesystem.file_modify_time Filesystem.file_name Filesystem.file_path Filesystem.file_acl Filesystem.file_size Filesystem.process_guid Filesystem.process_id Filesystem.user Filesystem.vendor_product | `drop_dm_object_name(Filesystem)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_screen_capture_in_temp_folder_filter`","To successfully implement this search you need to be ingesting information on process that include the name of the process responsible for the changes from your endpoints into the `Endpoint` datamodel in the `Processes` node. In addition, confirm the latest CIM App 4.20 or higher is installed and the latest TA for the endpoint product.",detections/endpoint/windows_screen_capture_in_temp_folder.yml
5e0b1936-8f99-4399-8ee2-9edc5b32e170,Windows Screen Capture Via Powershell,windows screen capture via powershell,production,TTP,Powershell,endpoint,APT37 Rustonotto and FadeStealer; Winter Vivern; Water Gamayun; BlankGrabber Stealer,T1113,1,Powershell Script Block Logging 4104,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`powershell` EventCode=4104 ScriptBlockText IN ( ""*[Drawing.Graphics]::FromImage*"", ""*Drawing.Bitmap*"", ""*Graphics.FromImage*"" ) ScriptBlockText = ""*.CopyFromScreen*"" | fillnull | stats count min(_time) as firstTime max(_time) as lastTime BY dest signature signature_id user_id vendor_product EventID Guid Opcode Name Path ProcessID ScriptBlockId ScriptBlockText | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_screen_capture_via_powershell_filter`","To successfully implement this analytic, you will need to enable PowerShell Script Block Logging on some or all endpoints. Additional setup here https://help.splunk.com/en/security-offerings/splunk-user-behavior-analytics/get-data-in/5.4.1/add-other-data-to-splunk-uba/configure-powershell-logging-to-see-powershell-anomalies-in-splunk-uba.",detections/endpoint/windows_screen_capture_via_powershell.yml
69c12d59-d951-431e-ab77-ec426b8d65e6,Windows Security Account Manager Stopped,windows security account manager stopped,production,TTP,Sysmon,endpoint,Compromised Windows Host; Ryuk Ransomware; Scattered Lapsus$ Hunters,T1489,1,Sysmon EventID 1; Windows Event Log Security 4688; CrowdStrike ProcessRollup2,3,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Processes WHERE ( ""Processes.process_name""=""net*.exe"" ""Processes.process""=""*stop \""samss\""*"" ) BY Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | `security_content_ctime(lastTime)` | `security_content_ctime(firstTime)` | `windows_security_account_manager_stopped_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/windows_security_account_manager_stopped.yml
9c24aef6-cad9-4931-acce-74318aa5663b,Windows Security And Backup Services Stop,windows security and backup services stop,production,TTP,Windows,endpoint,LockBit Ransomware; Ransomware; Compromised Windows Host; BlackMatter Ransomware; Termite Ransomware; Scattered Lapsus$ Hunters; Hellcat Ransomware,T1490,1,Windows Event Log System 7036,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_system` `normalized_service_binary_field` | rename param1 as display_name | where param2=""stopped"" AND (match(display_name, ""(?i)(Volume Shadow Copy|VSS|backup|sophos|sql|memtas|mepocs|veeam|svc\$|DefWatch|ccEvtMgr|ccSetMgr|SavRoam|RTVscan|QBFCService|QBIDPService|Intuit\.QuickBooks\.FCS|QBCFMonitorService|YooBackup|YooIT|Veeam|PDVFSService|BackupExec|WdBoot|WdFilter|WdNisDrv|WdNisSvc|WinDefend|wscsvc|Sense|sppsvc|SecurityHealthService)"") OR match(normalized_service_name, ""(?i)(Volume Shadow Copy|VSS|backup|sophos|sql|memtas|mepocs|veeam|svc\$|DefWatch|ccEvtMgr|ccSetMgr|SavRoam|RTVscan|QBFCService|QBIDPService|Intuit\.QuickBooks\.FCS|QBCFMonitorService|YooBackup|YooIT|Veeam|PDVFSService|BackupExec|WdBoot|WdFilter|WdNisDrv|WdNisSvc|WinDefend|wscsvc|Sense|sppsvc|SecurityHealthService)"")) | stats count min(_time) as firstTime max(_time) as lastTime by EventCode display_name dest normalized_service_name | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_security_and_backup_services_stop_filter`","To successfully implement this search, you need to be ingesting logs with the 7036 EventCode ScManager in System audit Logs from your endpoints.",detections/endpoint/windows_security_and_backup_services_stop.yml
31302468-93c9-4eca-9ae3-2d41f53a4e2b,Windows Security Support Provider Reg Query,windows security support provider reg query,production,Anomaly,Sysmon,endpoint,Windows Post-Exploitation; Prestige Ransomware; Sneaky Active Directory Persistence Tricks,T1547.005,1,Sysmon EventID 1; Windows Event Log Security 4688; CrowdStrike ProcessRollup2,3,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where `process_reg` AND Processes.process = ""* query *"" AND Processes.process = ""*\\SYSTEM\\CurrentControlSet\\Control\\LSA*"" Processes.process IN (""*RunAsPPL*"" , ""*LsaCfgFlags*"") by Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_security_support_provider_reg_query_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/windows_security_support_provider_reg_query.yml
d9eb7cda-5622-4722-bc88-7f2442f4b5af,Windows Sensitive Group Discovery With Net,windows sensitive group discovery with net,production,Anomaly,Sysmon,endpoint,Active Directory Discovery; Volt Typhoon; Rhysida Ransomware; BlackSuit Ransomware; IcedID; Microsoft WSUS CVE-2025-59287,T1069.002,1,Sysmon EventID 1; Windows Event Log Security 4688; CrowdStrike ProcessRollup2,3,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Processes WHERE `process_net` Processes.process=""*group*"" Processes.process IN (""*Domain Admins*"", ""*Enterprise Admins*"", ""*Schema Admins*"", ""*Account Operators*"", ""*Server Operators*"", ""*Protected Users*"", ""*Dns Admins*"", ""*Domain Computers*"") BY Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_sensitive_group_discovery_with_net_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/windows_sensitive_group_discovery_with_net.yml
5aaff29d-0cce-405b-9ee8-5d06b49d045e,Windows Sensitive Registry Hive Dump Via CommandLine,windows sensitive registry hive dump via commandline,production,TTP,Sysmon,endpoint,CISA AA22-257A; CISA AA23-347A; Compromised Windows Host; Credential Dumping; DarkSide Ransomware; Data Destruction; Industroyer2; Volt Typhoon; Windows Registry Abuse; Seashell Blizzard,T1003.002,1,Sysmon EventID 1; Windows Event Log Security 4688; CrowdStrike ProcessRollup2,3,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where ( ( (Processes.process_name=reg.exe OR Processes.original_file_name=reg.exe) Processes.process IN (""*save*"", ""*export*"") ) OR ( (Processes.process_name=regedit.exe OR Processes.original_file_name=REGEDIT.exe) Processes.process IN (""*/E *"", ""*-E *"") ) ) Processes.process IN ( ""*HKEY_LOCAL_MACHINE\\SAM*"", ""*HKEY_LOCAL_MACHINE\\Security*"", ""*HKEY_LOCAL_MACHINE\\System*"", ""*HKLM\\SAM*"", ""*HKLM\\Security*"", ""*HKLM\\System*"", ) by Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_sensitive_registry_hive_dump_via_commandline_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/windows_sensitive_registry_hive_dump_via_commandline.yml
7c025ef0-9e65-4c57-be39-1c13dbb1613e,Windows Server Software Component GACUtil Install to GAC,windows server software component gacutil install to gac,production,TTP,Sysmon,endpoint,IIS Components,T1505.004,1,Sysmon EventID 1; Windows Event Log Security 4688; CrowdStrike ProcessRollup2,3,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Processes WHERE Processes.process_name=gacutil.exe Processes.process IN (""*-i *"",""*/i *"") BY Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `windows_server_software_component_gacutil_install_to_gac_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/windows_server_software_component_gacutil_install_to_gac.yml
