data_source_name,normalized_data_source_name,family,source,sourcetype,mitre_components,supported_ta_names,supported_ta_versions,supported_ta_urls,output_fields,source_file
Google Workspace login_success,google workspace login success,Google,gws:reports:admin,gws:reports:admin,User Account Authentication; Logon Session Creation; User Account Metadata; Logon Session Metadata,Splunk Add-on for Google Workspace,3.1.0,https://splunkbase.splunk.com/app/5556,_time; actor.email; actor.profileId; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; etag; event.name; event.parameters{}.boolValue; event.parameters{}.multiValue{}; event.parameters{}.name; event.parameters{}.value; event.type; host; id.applicationName; id.customerId; id.time; id.uniqueQualifier; index; ipAddress; kind; linecount; punct; source; sourcetype; splunk_server; timeendpos; timestartpos,data_sources/google_workspace_login_success.yml
Ivanti VTM Audit,ivanti vtm audit,Ivanti,ivanti_vtm,ivanti_vtm_audit,Configuration Modification; Application Log Content; User Account Metadata; Host Status; Service Modification,,,,_time; IP; MODUSER; OPERATION; MODGROUP; AUTH; USER; GROUP,data_sources/ivanti_vtm_audit.yml
Kubernetes Audit,kubernetes audit,Kubernetes,kubernetes,_json,Pod Metadata; Pod Modification; Cluster Metadata; User Account Authentication; Configuration Modification; Application Log Content,,,,_time; annotations.authorization.k8s.io/decision; annotations.authorization.k8s.io/reason; apiVersion; auditID; eventtype; host; index; kind; level; linecount; objectRef.apiGroup; objectRef.apiVersion; objectRef.namespace; objectRef.resource; punct; requestReceivedTimestamp; requestURI; responseObject.apiVersion; responseObject.code; responseObject.details.group; responseObject.details.kind; responseObject.kind; responseObject.message; responseObject.reason; responseObject.status; responseStatus.code; responseStatus.details.group; responseStatus.details.kind; responseStatus.message; responseStatus.reason; responseStatus.status; source; sourceIPs{}; sourcetype; splunk_server; stage; stageTimestamp; tag; tag::eventtype; timestamp; user.groups{}; user.uid; user.username; userAgent; verb,data_sources/kubernetes_audit.yml
Kubernetes Falco,kubernetes falco,Kubernetes,kubernetes,kube:container:falco,File Access; Network Traffic Content; Process Creation; Process Modification; Application Log Content; Host Status,,,,_time; command; container_id; container_image; container_image_tag; container_name; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; evt_type; exe_flags; host; index; k8s_ns; k8s_pod_name; linecount; parent; proc_exepath; process; punct; source; sourcetype; splunk_server; terminal; timeendpos; timestartpos; user; user_loginuid; user_uid,data_sources/kubernetes_falco.yml
Linux Auditd Add User,linux auditd add user,Linux,auditd,auditd,User Account Creation; User Account Metadata; OS API Execution; Application Log Content,Splunk Add-on for Unix and Linux,10.2.0,https://splunkbase.splunk.com/app/833,msg; type; pid; uid; auid; ses; subj; msg; op; id; exe; hostname; addr; terminal; res; UID; AUID; ID,data_sources/linux_auditd_add_user.yml
Linux Auditd Cwd,linux auditd cwd,Linux,auditd,auditd,,Splunk Add-on for Unix and Linux,10.2.0,https://splunkbase.splunk.com/app/833,cwd; date_hour; date_mday; date_minute; date_month; date_second; msg; type,data_sources/linux_auditd_cwd.yml
Linux Auditd Daemon Abort,linux auditd daemon abort,Linux,auditd,auditd,Command Execution; Process Creation; Process Metadata; OS API Execution; Application Log Content,Splunk Add-on for Unix and Linux,10.2.0,https://splunkbase.splunk.com/app/833,op; res; pid; uid; dest,data_sources/linux_auditd_daemon_abort.yml
Linux Auditd Daemon End,linux auditd daemon end,Linux,auditd,auditd,Command Execution; Process Creation; Process Metadata; OS API Execution; Application Log Content,Splunk Add-on for Unix and Linux,10.2.0,https://splunkbase.splunk.com/app/833,op; res; pid; uid; dest,data_sources/linux_auditd_daemon_end.yml
Linux Auditd Daemon Start,linux auditd daemon start,Linux,auditd,auditd,Command Execution; Process Creation; Process Metadata; OS API Execution; Application Log Content,Splunk Add-on for Unix and Linux,10.2.0,https://splunkbase.splunk.com/app/833,op; res; pid; uid; dest,data_sources/linux_auditd_daemon_start.yml
Linux Auditd Execve,linux auditd execve,Linux,auditd,auditd,Command Execution; Process Creation; Process Metadata; OS API Execution; Application Log Content,Splunk Add-on for Unix and Linux,10.2.0,https://splunkbase.splunk.com/app/833,msg; type; msg; argc,data_sources/linux_auditd_execve.yml
Linux Auditd Path,linux auditd path,Linux,auditd,auditd,File Access; File Metadata; Process Metadata; OS API Execution; Application Log Content,Splunk Add-on for Unix and Linux,10.2.0,https://splunkbase.splunk.com/app/833,msg; type; item; name; inode; dev; mode; ouid; ogid; rdev; nametype; cap_fp; cap_fi; cap_fe; cap_fver; cap_frootid; OUID; OGID,data_sources/linux_auditd_path.yml
Linux Auditd Proctitle,linux auditd proctitle,Linux,auditd,auditd,Command Execution; Process Metadata; OS API Execution; Application Log Content,Splunk Add-on for Unix and Linux,10.2.0,https://splunkbase.splunk.com/app/833,proctitle; msg; type,data_sources/linux_auditd_proctitle.yml
Linux Auditd Service Stop,linux auditd service stop,Linux,auditd,auditd,Service Modification; Service Metadata; OS API Execution; Application Log Content,Splunk Add-on for Unix and Linux,10.2.0,https://splunkbase.splunk.com/app/833,msg; type; pid; uid; auid; ses; subj; msg; comm; exe; hostname; addr; terminal; res; UID; AUID,data_sources/linux_auditd_service_stop.yml
Linux Auditd Syscall,linux auditd syscall,Linux,auditd,auditd,OS API Execution; Process Metadata; Application Log Content; Host Status,Splunk Add-on for Unix and Linux,10.2.0,https://splunkbase.splunk.com/app/833,comm; exe; syscall; uid; ppid; pid; dest,data_sources/linux_auditd_syscall.yml
Linux Secure,linux secure,Linux,/var/log/secure,linux_secure,User Account Authentication; Logon Session Creation; Logon Session Metadata; User Account Metadata; Application Log Content,Splunk Add-on for Unix and Linux,10.2.0,https://splunkbase.splunk.com/app/833,_time; action; app; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc; eventtype; host; index; linecount; pid; process; punct; source; sourcetype; splunk_server; src; src_port; sshd_protocol; tag; tag::action; tag::eventtype; timeendpos; timestartpos; user; user_name; vendor_action; vendor_product,data_sources/linux_secure.yml
M365 Copilot Graph API,m365 copilot graph api,M365,AuditLogs.SignIns,o365:graph:api,,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,appDisplayName; appId; clientAppUsed; conditionalAccessStatus; correlationId; createdDateTime; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; deviceDetail.browser; deviceDetail.deviceId; deviceDetail.displayName; deviceDetail.isCompliant; deviceDetail.isManaged; deviceDetail.operatingSystem; deviceDetail.trustType; eventtype; host; id; index; ipAddress; isInteractive; linecount; location.city; location.countryOrRegion; location.geoCoordinates.altitude; location.geoCoordinates.latitude; location.geoCoordinates.longitude; location.state; punct; resourceDisplayName; resourceId; riskDetail; riskLevelAggregated; riskLevelDuringSignIn; riskState; source; sourcetype; splunk_server; status.additionalDetails; status.errorCode; status.failureReason; timeendpos; timestartpos; userDisplayName; userId; userPrincipalName,data_sources/m365_copilot_graph_api.yml
M365 Exported eDiscovery Prompts,m365 exported ediscovery prompts,M365,csv,csv,,,,,Added by; Author; Compound path; Contains deleted message; Contains edited message; Conversation name; Conversation type; Created; Created by; Data source; Date; Doc authors; Doc date modified; Doc modified by; Document ID index; Email date sent; Email importance; Email participant domains; Email recipient domains; Email recipients; Email sender domain; Error warning; File extension; File name; Has attachment; Has text; Immutable ID; Internet message ID; Is attachment from transcript; Is doc from conversation; Is modern attachment; Is read; Item class; Item source; Last modified by; Last modified time; Location ID; Location sub type; Message kind; Modern attachment parent ID; Original path; Participants; Received; Recipient count; Retention label; SPO unique ID; Sender; Sensitive type; Size; Source ID; Status; Subject_Title; Target path; Title; To; Type; Workload; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; eventtype; host; index; linecount; punct; source; sourcetype; splunk_server; tag; timeendpos; timestamp; timestartpos,data_sources/m365_exported_ediscovery_prompts.yml
MCP Server,mcp server,MCP,mcp.log,mcp:jsonrpc,,MCP TA,0.1.2,https://splunkbase.splunk.com/app/8377,action; app; attack_indicator; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; direction; error; error.code; error.message; eventtype; extracted_host; extracted_source; extracted_sourcetype; host; http_method; id; index; jsonrpc; linecount; mcp.client_name; mcp.client_version; mcp.error_code; mcp.error_message; mcp.file_operation; mcp.file_path; mcp.github_action; mcp.has_error; mcp.has_file_path; mcp.has_sensitive_operation; mcp.id; mcp.jsonrpc_version; mcp.message_type; mcp.method; mcp.server_name; mcp.server_version; mcp.tool_action; mcp.tool_name; method; params; params.action; params.arguments.content; params.arguments.head; params.arguments.path; params.arguments.pattern; params.body; params.branch; params.clientInfo.name; params.clientInfo.version; params.content; params.content_preview; params.credentials_source; params.data_source; params.database; params.error; params.estimated_time; params.exit_code; params.leaked_data; params.log_file; params.malicious_server; params.name; params.number; params.org; params.owner; params.path; params.pattern; params.protocolVersion; params.purpose; params.query; params.repo; params.result; params.result_preview; params.signal; params.size; params.source; params.state; params.suspicious_dependencies; params.target; params.target_dir; params.team; params.title; params.url; punct; result; result.capabilities.tools.listChanged; result.content{}.text; result.content{}.type; result.isError; result.protocolVersion; result.serverInfo.name; result.serverInfo.version; result.structuredContent.content; result.tools{}.annotations.destructiveHint; result.tools{}.annotations.idempotentHint; result.tools{}.annotations.readOnlyHint; result.tools{}.description; result.tools{}.execution.taskSupport; result.tools{}.inputSchema.$schema; result.tools{}.inputSchema.properties.content.type; result.tools{}.inputSchema.properties.destination.type; result.tools{}.inputSchema.properties.dryRun.default; result.tools{}.inputSchema.properties.dryRun.description; result.tools{}.inputSchema.properties.dryRun.type; result.tools{}.inputSchema.properties.edits.items.properties.newText.description; result.tools{}.inputSchema.properties.edits.items.properties.newText.type; result.tools{}.inputSchema.properties.edits.items.properties.oldText.description; result.tools{}.inputSchema.properties.edits.items.properties.oldText.type; result.tools{}.inputSchema.properties.edits.items.required{}; result.tools{}.inputSchema.properties.edits.items.type; result.tools{}.inputSchema.properties.edits.type; result.tools{}.inputSchema.properties.excludePatterns.items.type; result.tools{}.inputSchema.properties.excludePatterns.type; result.tools{}.inputSchema.properties.head.description; result.tools{}.inputSchema.properties.head.type; result.tools{}.inputSchema.properties.path.type; result.tools{}.inputSchema.properties.paths.description; result.tools{}.inputSchema.properties.paths.items.type; result.tools{}.inputSchema.properties.paths.minItems; result.tools{}.inputSchema.properties.paths.type; result.tools{}.inputSchema.properties.pattern.type; result.tools{}.inputSchema.properties.sortBy.default; result.tools{}.inputSchema.properties.sortBy.description; result.tools{}.inputSchema.properties.sortBy.enum{}; result.tools{}.inputSchema.properties.sortBy.type; result.tools{}.inputSchema.properties.source.type; result.tools{}.inputSchema.properties.tail.description; result.tools{}.inputSchema.properties.tail.type; result.tools{}.inputSchema.required{}; result.tools{}.inputSchema.type; result.tools{}.name; result.tools{}.outputSchema.$schema; result.tools{}.outputSchema.additionalProperties; result.tools{}.outputSchema.properties.content.items.additionalProperties; result.tools{}.outputSchema.properties.content.items.properties.data.type; result.tools{}.outputSchema.properties.content.items.properties.mimeType.type; result.tools{}.outputSchema.properties.content.items.properties.type.enum{}; result.tools{}.outputSchema.properties.content.items.properties.type.type; result.tools{}.outputSchema.properties.content.items.required{}; result.tools{}.outputSchema.properties.content.items.type; result.tools{}.outputSchema.properties.content.type; result.tools{}.outputSchema.required{}; result.tools{}.outputSchema.type; result.tools{}.title; result{}; source; sourcetype; splunk_server; src; status; tag; tag::eventtype; timeendpos; timestamp; timestartpos; url; vendor_product,data_sources/mcp_server.yml
MS365 Defender Incident Alerts,ms365 defender incident alerts,MS365,ms365_defender_incident_alerts,ms365:defender:incident:alerts,Host Status; User Account Metadata; Application Log Content; Malware Metadata; Active Directory Object Access,Splunk Add-on for Microsoft Security,3.0.0,https://splunkbase.splunk.com/app/6207,actorName; alertId; app; assignedTo; body; category; classification; creationTime; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; description; dest; detectionSource; detectorId; determination; devices{}.aadDeviceId; devices{}.defenderAvStatus; devices{}.deviceDnsName; devices{}.firstSeen; devices{}.healthStatus; devices{}.loggedOnUsers{}.accountName; devices{}.loggedOnUsers{}.domainName; devices{}.mdatpDeviceId; devices{}.onboardingStatus; devices{}.osBuild; devices{}.osPlatform; devices{}.osProcessor; devices{}.rbacGroupName; devices{}.riskScore; devices{}.version; devices{}.vmMetadata; devices{}.vmMetadata.cloudProvider; devices{}.vmMetadata.resourceId; devices{}.vmMetadata.subscriptionId; devices{}.vmMetadata.vmId; entities{}.aadUserId; entities{}.accountName; entities{}.applicationId; entities{}.applicationName; entities{}.detectionStatus; entities{}.deviceId; entities{}.domainName; entities{}.entityType; entities{}.evidenceCreationTime; entities{}.fileName; entities{}.filePath; entities{}.ipAddress; entities{}.parentProcessCreationTime; entities{}.parentProcessFileName; entities{}.parentProcessFilePath; entities{}.parentProcessId; entities{}.processCommandLine; entities{}.processCreationTime; entities{}.processId; entities{}.remediationStatus; entities{}.remediationStatusDetails; entities{}.sha1; entities{}.sha256; entities{}.userPrincipalName; entities{}.userSid; entities{}.verdict; eventtype; firstActivity; host; id; incidentId; index; investigationId; investigationState; lastActivity; lastUpdatedTime; linecount; mitreTechniques{}; mitre_technique_id; providerAlertId; resolvedTime; serviceSource; severity; signature; signature_id; source; sourcetype; splunk_server; splunk_server_group; src; status; subject; tag; tag::app; tag::eventtype; threatFamilyName; timeendpos; timestartpos; title; type; user; user_name; _bkt; _cd; _eventtype_color; _indextime; _raw; _serial; _si; _sourcetype; _subsecond; _time,data_sources/ms365_defender_incident_alerts.yml
MS Defender ATP Alerts,ms defender atp alerts,MS,ms_defender_atp_alerts,ms:defender:atp:alerts,Host Status; Malware Metadata; Process Metadata; User Account Metadata; Application Log Content,Splunk Add-on for Microsoft Security,3.0.0,https://splunkbase.splunk.com/app/6207,column; accountName; action; activity; activityType; actor; actorName; alertId; app; assignedTo; body; category; classification; creationTime; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; description; dest; detectionSource; detectorId; determination; devices{}.aadDeviceId; devices{}.defenderAvStatus; devices{}.deviceDnsName; devices{}.firstSeen; devices{}.healthStatus; devices{}.loggedOnUsers{}.accountName; devices{}.loggedOnUsers{}.domainName; devices{}.mdatpDeviceId; devices{}.onboardingStatus; devices{}.osBuild; devices{}.osPlatform; devices{}.osProcessor; devices{}.rbacGroupName; devices{}.riskScore; devices{}.version; devices{}.vmMetadata; devices{}.vmMetadata.cloudProvider; devices{}.vmMetadata.resourceId; devices{}.vmMetadata.subscriptionId; devices{}.vmMetadata.vmId; entities{}.aadUserId; entities{}.accountName; entities{}.applicationId; entities{}.applicationName; entities{}.detectionStatus; entities{}.deviceId; entities{}.domainName; entities{}.entityType; entities{}.evidenceCreationTime; entities{}.fileName; entities{}.filePath; entities{}.ipAddress; entities{}.parentProcessCreationTime; entities{}.parentProcessFileName; entities{}.parentProcessFilePath; entities{}.parentProcessId; entities{}.processCommandLine; entities{}.processCreationTime; entities{}.processId; entities{}.remediationStatus; entities{}.remediationStatusDetails; entities{}.sha1; entities{}.sha256; entities{}.userPrincipalName; entities{}.userSid; entities{}.verdict; eventtype; firstActivity; host; id; incidentId; index; investigationId; investigationState; lastActivity; lastUpdatedTime; linecount; mitreTechniques{}; mitre_technique_id; providerAlertId; resolvedTime; serviceSource; severity; signature; signature_id; source; sourcetype; splunk_server; splunk_server_group; src; status; subject; tag; tag::app; tag::eventtype; threatFamilyName; timeendpos; timestartpos; title; type; user; user_name; _time,data_sources/ms_defender_atp_alerts.yml
Nginx Access,nginx access,Nginx,/var/log/nginx/access.log,nginx:plus:kv,Network Traffic Content; Network Traffic Flow; Response Metadata; Application Log Content; User Account Metadata,Splunk Add-on for NGINX,3.3.0,https://splunkbase.splunk.com/app/3258,_time; action; app; bytes; bytes_in; bytes_out; category; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_ip; dest_port; eventtype; host; http_content_type; http_method; http_referer; http_user_agent; http_user_agent_length; http_x_forwarded_for; http_x_header; https; index; linecount; nginx_version; product; protocol; punct; request_time; response_time; server; site; source; sourcetype; splunk_server; src; src_ip; status; status_description; status_type; tag; tag::eventtype; time_local; timeendpos; timestartpos; uri_path; url; url_domain; url_length; vendor; vendor_product; version; web_server,data_sources/nginx_access.yml
NTLM Operational 8004,ntlm operational 8004,NTLM,XmlWinEventLog:Microsoft-Windows-NTLM/Operational,XmlWinEventLog:Microsoft-Windows-NTLM/Operational,,Splunk Add-on for Microsoft Windows,9.1.2,https://splunkbase.splunk.com/app/742,CategoryString; Channel; Computer; DomainName; EventCode; EventData_Xml; EventID; EventRecordID; Guid; Image_File_Name; Keywords; Level; Name; Opcode; ProcessID; RecordNumber; RenderingInfo_Xml; SChannelName; SChannelType; SourceName; SubStatus; SystemTime; System_Props_Xml; Task; TaskCategory; ThreadID; UserID; UserName; Version; WorkstationName; action; category; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dvc; dvc_nt_host; event_id; eventtype; host; id; index; linecount; name; parent_process; process_name; punct; result; service; service_id; service_name; severity; severity_id; signature; signature_id; source; sourcetype; splunk_server; splunk_server_group; subject; tag; tag::action; tag::eventtype; timeendpos; timestartpos; user_group_id; user_id; vendor_product; _bkt; _cd; _eventtype_color; _indextime; _raw; _serial; _si; _sourcetype; _subsecond; _time,data_sources/ntlm_operational_8004.yml
NTLM Operational 8005,ntlm operational 8005,NTLM,XmlWinEventLog:Microsoft-Windows-NTLM/Operational,XmlWinEventLog:Microsoft-Windows-NTLM/Operational,,Splunk Add-on for Microsoft Windows,9.1.2,https://splunkbase.splunk.com/app/742,CategoryString; Channel; Computer; DomainName; EventCode; EventData_Xml; EventID; EventRecordID; Guid; Image_File_Name; Keywords; Level; Name; Opcode; ProcessID; RecordNumber; RenderingInfo_Xml; SChannelName; SChannelType; SourceName; SubStatus; SystemTime; System_Props_Xml; Task; TaskCategory; ThreadID; UserID; UserName; Version; WorkstationName; action; category; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dvc; dvc_nt_host; event_id; eventtype; host; id; index; linecount; name; parent_process; process_name; punct; result; service; service_id; service_name; severity; severity_id; signature; signature_id; source; sourcetype; splunk_server; splunk_server_group; subject; tag; tag::action; tag::eventtype; timeendpos; timestartpos; user_group_id; user_id; vendor_product; _bkt; _cd; _eventtype_color; _indextime; _raw; _serial; _si; _sourcetype; _subsecond; _time,data_sources/ntlm_operational_8005.yml
NTLM Operational 8006,ntlm operational 8006,NTLM,XmlWinEventLog:Microsoft-Windows-NTLM/Operational,XmlWinEventLog:Microsoft-Windows-NTLM/Operational,,Splunk Add-on for Microsoft Windows,9.1.2,https://splunkbase.splunk.com/app/742,CategoryString; Channel; Computer; DomainName; EventCode; EventData_Xml; EventID; EventRecordID; Guid; Image_File_Name; Keywords; Level; Name; Opcode; ProcessID; RecordNumber; RenderingInfo_Xml; SChannelName; SChannelType; SourceName; SubStatus; SystemTime; System_Props_Xml; Task; TaskCategory; ThreadID; UserID; UserName; Version; WorkstationName; action; category; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dvc; dvc_nt_host; event_id; eventtype; host; id; index; linecount; name; parent_process; process_name; punct; result; service; service_id; service_name; severity; severity_id; signature; signature_id; source; sourcetype; splunk_server; splunk_server_group; subject; tag; tag::action; tag::eventtype; timeendpos; timestartpos; user_group_id; user_id; vendor_product; _bkt; _cd; _eventtype_color; _indextime; _raw; _serial; _si; _sourcetype; _subsecond; _time,data_sources/ntlm_operational_8006.yml
O365,o365,O365,o365,o365:management:activity,User Account Metadata; Cloud Service Modification; Application Log Content; Configuration Modification; Active Directory Object Modification,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,,data_sources/o365.yml
O365 Add app role assignment grant to user.,o365 add app role assignment grant to user,O365,o365,o365:management:activity,User Account Modification; Group Modification; Cloud Service Modification; Cloud Service Metadata,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_add_app_role_assignment_grant_to_user_.yml
O365 Add app role assignment to service principal.,o365 add app role assignment to service principal,O365,o365,o365:management:activity,Cloud Service Modification; Cloud Service Metadata; User Account Metadata; Group Modification,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_add_app_role_assignment_to_service_principal_.yml
O365 Add-MailboxPermission,o365 add mailboxpermission,O365,o365,o365:management:activity,User Account Modification; User Account Metadata; Active Directory Object Modification; Application Log Content,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_add_mailboxpermission.yml
O365 Add member to role.,o365 add member to role,O365,o365,o365:management:activity,Group Modification; Group Metadata; User Account Metadata; Cloud Service Modification,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_add_member_to_role_.yml
O365 Add owner to application.,o365 add owner to application,O365,o365,o365:management:activity,User Account Modification; Group Modification; Cloud Service Modification; Cloud Service Metadata,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_add_owner_to_application_.yml
O365 Add service principal.,o365 add service principal,O365,o365,o365:management:activity,Cloud Service Creation; Cloud Service Metadata; User Account Metadata; Active Directory Object Creation,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_add_service_principal_.yml
O365 Change user license.,o365 change user license,O365,o365,o365:management:activity,User Account Modification; User Account Metadata; Cloud Service Modification; Configuration Modification,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_change_user_license_.yml
O365 Consent to application.,o365 consent to application,O365,o365,o365:management:activity,User Account Modification; Cloud Service Modification; Cloud Service Metadata; Configuration Modification,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_consent_to_application_.yml
O365 Disable Strong Authentication.,o365 disable strong authentication,O365,o365,o365:management:activity,User Account Modification; Group Modification; Configuration Modification; Application Log Content,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_disable_strong_authentication_.yml
O365 MailItemsAccessed,o365 mailitemsaccessed,O365,o365,o365:management:activity,File Access; User Account Metadata; Application Log Content; Active Directory Object Access,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_mailitemsaccessed.yml
O365 ModifyFolderPermissions,o365 modifyfolderpermissions,O365,o365,o365:management:activity,User Account Modification; File Access; Active Directory Object Modification; Application Log Content,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_modifyfolderpermissions.yml
O365 Set Company Information.,o365 set company information,O365,o365,o365:management:activity,Cloud Service Modification; Configuration Modification; Cloud Service Metadata; Application Log Content,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_set_company_information_.yml
O365 Set-Mailbox,o365 set mailbox,O365,o365,o365:management:activity,User Account Modification; Active Directory Object Modification; User Account Metadata; Application Log Content,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_set_mailbox.yml
O365 Update application.,o365 update application,O365,o365,o365:management:activity,Cloud Service Modification; Configuration Modification; Cloud Service Metadata; Application Log Content,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_update_application_.yml
O365 Update authorization policy.,o365 update authorization policy,O365,o365,o365:management:activity,Cloud Service Modification; Configuration Modification; User Account Metadata; Application Log Content,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_update_authorization_policy_.yml
O365 Update user.,o365 update user,O365,o365,o365:management:activity,User Account Modification; User Account Metadata; Active Directory Object Modification; Application Log Content,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_update_user_.yml
O365 UserLoggedIn,o365 userloggedin,O365,o365,o365:management:activity,User Account Authentication; Logon Session Creation; User Account Metadata; Logon Session Metadata,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_userloggedin.yml
O365 UserLoginFailed,o365 userloginfailed,O365,o365,o365:management:activity,User Account Authentication; Logon Session Metadata; User Account Metadata; Application Log Content,Splunk Add-on for Microsoft Office 365,5.1.0,https://splunkbase.splunk.com/app/4055,dest; user; src; vendor_account; vendor_product,data_sources/o365_userloginfailed.yml
Office 365 Reporting Message Trace,office 365 reporting message trace,Office,o365,o365:reporting:messagetrace,,Splunk Microsoft Office 365 Add-on,5.1.0,https://splunkbase.splunk.com/app/4055,FromIP; Index; MessageId; MessageTraceId; Organization; Received; RecipientAddress; SenderAddress; Size; Status; Subject; ToIP; _bkt; _cd; _eventtype_color; _indextime; _raw; _serial; _si; _sourcetype; _subsecond; _time; action; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; eventtype; host; index; internal_message_id; linecount; message_id; punct; recipient; recipient_count; recipient_domain; size; source; sourcetype; splunk_server; splunk_server_group; src; src_user; src_user_domain; status_code; subject; tag; tag::action; tag::eventtype; timeendpos; timestartpos; vendor_product,data_sources/office_365_reporting_message_trace.yml
Office 365 Universal Audit Log,office 365 universal audit log,Office,o365,o365:management:activity,,Splunk Microsoft Office 365 Add-on,5.1.0,https://splunkbase.splunk.com/app/4055,_time,data_sources/office_365_universal_audit_log.yml
Okta,okta,Okta,Okta,OktaIM2:log,User Account Authentication; Logon Session Creation; User Account Metadata; Configuration Modification; Application Log Content,Splunk Add-on for Okta Identity Cloud,5.0.1,https://splunkbase.splunk.com/app/6553,dest; src; user,data_sources/okta.yml
Ollama Server,ollama server,Ollama,server.log,ollama:server,,TA-ollama,0.1.5,https://splunkbase.splunk.com/app/8024,CPU_0_AVX; CPU_0_AVX2; CPU_0_AVX_VNNI; CPU_0_BMI2; CPU_0_F16C; CPU_0_FMA; CPU_0_LLAMAFILE; CPU_0_SSE3; CPU_0_SSSE3; CPU_1_LLAMAFILE; CUDA_0_ARCHS; CUDA_0_PEER_MAX_BATCH_SIZE; CUDA_0_USE_GRAPHS; LOG; OS; app; args; available; bundle; cmd; compiler; compute; cores; count; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; driver; efficiency; env; eventtype; free; free_swap; gpus; host; http_d; http_method; http_path; http_pattern; http_response_code; http_status; id; index; installer; interval; layers_model; layers_offload; layers_requested; layers_split; level; library; linecount; maxEfficiencyClass; memory_available; memory_gpu_overhead; memory_graph_full; memory_graph_partial; memory_required_allocations; memory_required_full; memory_required_kv; memory_required_partial; memory_weights_nonrepeating; memory_weights_repeating; memory_weights_total; model; msg; name; overhead; package; parallel; port; punct; request; request_id; required; response_time_ms; source; sourcetype; splunk_server; status; threads; threshold; time; timeendpos; timestartpos; tool_count; total; variant; vendor_product; version,data_sources/ollama_server.yml
